h3_lvl_7,neighbour_median,type_median,geom,population_income_distribution,EWS,LIG,MIG,AIG,EIG,EWS_HH,LIG_HH,MIG_HH,AIG_HH,EIG_HH,total_hh,avg_household_income
876189214ffffff,5863.954024295292,self_median,"POLYGON ((77.83922474773105 12.975047702071466, 77.83522095668347 12.987551942097758, 77.82259391529706 12.990102307646263, 77.81397219281592 12.980149806891044, 77.81797580539042 12.967647056215176, 77.83060131920169 12.965095316943106, 77.83922474773105 12.975047702071466))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.51}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.17}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.51,0.17,0.13,0.01,261,740,246,188,14,1449,713830.6174370943
876016926ffffff,5377.928163483843,self_median,"POLYGON ((77.75790623948303 13.155097310657373, 77.75390043139703 13.167587009257224, 77.74127675634473 13.170118906616269, 77.7326604195343 13.160162487707652, 77.73666604446242 13.147674275012116, 77.74928818964082 13.145140995319181, 77.75790623948303 13.155097310657373))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.53}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.16}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.12}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.53,0.16,0.12,0.01,111,328,99,74,6,618,654665.7367310037
876189280ffffff,4430.245099648989,self_median,"POLYGON ((77.82443870834257 13.094968701393798, 77.82043341760709 13.107466627176532, 77.8078034159076 13.11000717911497, 77.79918023408456 13.100051181955068, 77.80318534539354 13.087554741406976, 77.81581381823472 13.085012812782248, 77.82443870834257 13.094968701393798))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.18000000000000005}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.57}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.14}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.1}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.18000000000000005,0.57,0.14,0.1,0.01,73,231,56,40,4,404,539302.4197968794
876189202ffffff,6514.9364490043135,neighbour_median,"POLYGON ((77.79673289120105 12.960246347128122, 77.79272945826018 12.972747607164804, 77.78010862681312 12.975296418764492, 77.77149275628796 12.965345346819658, 77.77549600843577 12.952845578709313, 77.78811531218373 12.950295390617068, 77.79673289120105 12.960246347128122))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.49}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.19}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.49,0.19,0.14,0.01,168,484,187,138,9,986,793075.9840012674
876189211ffffff,8393.857282478402,self_median,"POLYGON ((77.80134825529075 12.982699394811734, 77.79734451269826 12.995200108342347, 77.78472215335883 12.99774754341321, 77.77610506478631 12.98779564148166, 77.78010862681312 12.975296418764492, 77.79272945826018 12.972747607164804, 77.80134825529075 12.982699394811734))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.15000000000000013}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.42}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.24}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.18}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.15000000000000013,0.42,0.24,0.18,0.01,801,2243,1282,961,53,5340,1021800.699972316
8761892aeffffff,4430.245099648989,self_median,"POLYGON ((77.81519979976757 13.050060194447797, 77.81119512826614 13.062559246371375, 77.79856818409016 13.065102551654107, 77.78994744017007 13.055148181639957, 77.79395193178891 13.042650617185382, 77.80657734749283 13.04010593527457, 77.81519979976757 13.050060194447797))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.18000000000000005}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.57}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.14}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.1}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.18000000000000005,0.57,0.14,0.1,0.01,115,367,90,64,6,642,539302.4197968794
87618928cffffff,6196.146992516067,neighbour_median,"POLYGON ((77.7819380177677 13.080140702682957, 77.77793308704635 13.092635656708271, 77.76530930341242 13.095174643315406, 77.75669197976225 13.085220055354233, 77.76069672873594 13.072726589138224, 77.77331898338953 13.070186223072803, 77.7819380177677 13.080140702682957))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.5}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.5,0.18,0.14,0.01,63,187,67,52,3,372,754269.1185970339
876189213ffffff,6752.445687179371,neighbour_median,"POLYGON ((77.80596452794283 13.00515272347904, 77.80196047570635 13.01765288682181, 77.78933658828126 13.020198945329168, 77.78071828146048 13.010246217056402, 77.78472215335883 12.99774754341321, 77.79734451269826 12.995200108342347, 77.80596452794283 13.00515272347904))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.48}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.2}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.48,0.2,0.15,0.01,237,712,296,222,14,1481,821988.4491111708
876189210ffffff,5906.993466198651,self_median,"POLYGON ((77.82259391529706 12.990102307646263, 77.8185899932988 13.002604510702703, 77.80596452794283 13.00515272347904, 77.79734451269826 12.995200108342347, 77.80134825529075 12.982699394811734, 77.81397219281592 12.980149806891044, 77.82259391529706 12.990102307646263))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.51}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.51,0.18,0.13,0.01,263,789,278,201,15,1546,719069.8930625055
876189215ffffff,5906.993466198651,neighbour_median,"POLYGON ((77.81797580539042 12.967647056215176, 77.81397219281592 12.980149806891044, 77.80134825529075 12.982699394811734, 77.79272945826018 12.972747607164804, 77.79673289120105 12.960246347128122, 77.80935530108836 12.9576953840985, 77.81797580539042 12.967647056215176))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.51}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.51,0.18,0.13,0.01,219,659,232,168,12,1290,719069.8930625055
87618928affffff,5841.6,infered_median,"POLYGON ((77.76992278671895 13.117622945362594, 77.76591741717515 13.130115277431624, 77.75329368723304 13.132650721576919, 77.744676856544 13.122695214550173, 77.74868204363513 13.110204369339804, 77.76130424414998 13.107667544296028, 77.76992278671895 13.117622945362594))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16999999999999993}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.52}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.17}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16999999999999993,0.52,0.17,0.13,0.01,103,316,103,79,6,607,711109.4182430354
876016934ffffff,3441.87402462966,infered_median,"POLYGON ((77.78376869050564 13.184969265471608, 77.77976239016238 13.197459868753521, 77.76713407077445 13.199991170053552, 77.75851358202142 13.190033249041248, 77.7625197005939 13.177544129257614, 77.77514648997257 13.175011446985772, 77.78376869050564 13.184969265471608))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20000000000000007}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.6}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.11}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.08}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.20000000000000007,0.6,0.11,0.08,0.01,0,0,0,0,0,0,418986.07150784234
876016956ffffff,4556.0552751929445,infered_median,"POLYGON ((77.61112064095262 13.207859552001022, 77.6071147691214 13.220334441552902, 77.59450843335274 13.222853139924757, 77.58590950096912 13.212898342230583, 77.58991518152415 13.200424943209551, 77.60251998601917 13.197904851351282, 77.61112064095262 13.207859552001022))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.18999999999999995}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.56}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.14}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.1}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.18999999999999995,0.56,0.14,0.1,0.01,0,0,0,0,0,0,554617.5390690165
876016915ffffff,1936.0541388541835,infered_median,"POLYGON ((77.73386919981434 13.230022271036757, 77.72986251548559 13.24250666821633, 77.71723895380843 13.245031459079982, 77.7086236075082 13.235073237952243, 77.71263010726811 13.222590324757398, 77.72525213817894 13.220064148703482, 77.73386919981434 13.230022271036757))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.21999999999999997}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.66}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.07}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.05}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.21999999999999997,0.66,0.07,0.05,0.0,0,0,0,0,0,0,235679.6652231613
876016930ffffff,3441.87402462966,infered_median,"POLYGON ((77.76713407077445 13.199991170053552, 77.76312764172287 13.212479707347637, 77.75050090633994 13.215008839969485, 77.74188213055322 13.205050817674682, 77.74588837690094 13.19256376404273, 77.75851358202142 13.190033249041248, 77.76713407077445 13.199991170053552))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20000000000000007}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.6}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.11}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.08}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.20000000000000007,0.6,0.11,0.08,0.01,0,0,0,0,0,0,418986.07150784234
876016950ffffff,2948.027294704697,infered_median,"POLYGON ((77.58991518152415 13.200424943209551, 77.58590950096912 13.212898342230583, 77.57330629899144 13.215416260693594, 77.5647103091691 13.205462174995207, 77.5687157972963 13.192990267777674, 77.58131746795355 13.190470954454794, 77.58991518152415 13.200424943209551))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20999999999999996}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.62}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.1}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.07}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.20999999999999996,0.62,0.1,0.07,0.0,0,0,0,0,0,0,358869.14107471344
876014480ffffff,1563.1770077919375,infered_median,"POLYGON ((77.41135068027711 13.096125856204681, 77.40734719981273 13.108588430541895, 77.39477220902207 13.111102968858747, 77.38620223021535 13.101156338562058, 77.39020550864322 13.088695268385086, 77.4027789681916 13.086179324347212, 77.41135068027711 13.096125856204681))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.22999999999999998}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.67}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.06}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.04}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.22999999999999998,0.67,0.06,0.04,0.0,0,0,0,0,0,0,190288.6011746462
876016903ffffff,3052.7405126141302,infered_median,"POLYGON ((77.69139707048042 13.215158292168743, 77.68739075644746 13.22763972009698, 77.6747734383998 13.230162939327093, 77.66616396554213 13.220206118582093, 77.67017009269124 13.20772617720072, 77.68278587986312 13.205201570015992, 77.69139707048042 13.215158292168743))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20999999999999996}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.62}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.1}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.07}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.20999999999999996,0.62,0.1,0.07,0.0,12,37,6,4,0,59,371616.0863414099
876016906ffffff,2635.1848001070825,infered_median,"POLYGON ((77.72925851158911 13.20757916393566, 77.72525213817894 13.220064148703482, 77.71263010726811 13.222590324757398, 77.70401598062064 13.212632901211403, 77.70802216923552 13.200149401550915, 77.7206426695749 13.197621840327255, 77.72925851158911 13.20757916393566))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.21999999999999997}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.63}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.09}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.06}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.21999999999999997,0.63,0.09,0.06,0.0,759,2176,310,207,0,3452,320786.2109981917
876016901ffffff,3987.252914434784,infered_median,"POLYGON ((77.68679188252513 13.192719556744278, 77.68278587986312 13.205201570015992, 77.67017009269124 13.20772617720072, 77.66156183914272 13.197770159044918, 77.6655676546954 13.185289633441814, 77.67818191118705 13.182763638324658, 77.68679188252513 13.192719556744278))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20000000000000007}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.58}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.12}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.09}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.20000000000000007,0.58,0.12,0.09,0.01,302,877,181,136,15,1511,485376.1127724538
876189232ffffff,4749.802759679186,infered_median,"POLYGON ((77.85585702263042 12.959988911002556, 77.85185336324606 12.97249518525121, 77.83922474773105 12.975047702071466, 77.83060131920169 12.965095316943106, 77.83460480104598 12.952590531867735, 77.8472318892424 12.95003664274639, 77.85585702263042 12.959988911002556))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.56}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.14}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.56,0.14,0.11,0.01,10,34,8,6,0,58,578202.8001240465
876189216ffffff,4749.802759679186,infered_median,"POLYGON ((77.84384560355669 12.997505153365092, 77.83984150331372 13.010008844658195, 77.82721293415958 13.012557836448531, 77.8185899932988 13.002604510702703, 77.82259391529706 12.990102307646263, 77.83522095668347 12.987551942097758, 77.84384560355669 12.997505153365092))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.56}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.14}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.56,0.14,0.11,0.01,127,397,99,77,7,707,578202.8001240465
876014485ffffff,1020.7284709591268,infered_median,"POLYGON ((77.40678213438717 13.073716182872277, 77.4027789681916 13.086179324347212, 77.39020550864322 13.088695268385086, 77.38163674661006 13.078749476637498, 77.3856397105502 13.066287840438052, 77.3982116390561 13.063770490713628, 77.40678213438717 13.073716182872277))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.24}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.69}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.04}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.03}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.24,0.69,0.04,0.03,0.0,0,0,0,0,0,0,124255.27752120097
87618929effffff,2109.899248007968,infered_median,"POLYGON ((77.81704228540207 13.154912769076798, 77.81303624461532 13.167407496177276, 77.8004047629199 13.16994313041361, 77.7917808517942 13.159985415698202, 77.79578671267718 13.147492171763206, 77.80841666487237 13.144955159375776, 77.81704228540207 13.154912769076798))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.22999999999999998}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.65}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.07}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.05}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.22999999999999998,0.65,0.07,0.05,0.0,0,0,0,0,0,0,256842.17111790666
876189299ffffff,4356.121812421913,infered_median,"POLYGON ((77.7745371788642 13.14007148795484, 77.77053149904644 13.152563247436571, 77.75790623948303 13.155097310657373, 77.74928818964082 13.145140995319181, 77.75329368723304 13.132650721576919, 77.76591741717515 13.130115277431624, 77.7745371788642 13.14007148795484))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.19000000000000006}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.57}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.13}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.1}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.19000000000000006,0.57,0.13,0.1,0.01,96,288,65,50,5,504,530279.2467521129
876189231ffffff,2495.11404012231,infered_median,"POLYGON ((77.82998576329327 12.930133650086978, 77.82598259066015 12.942638976526922, 77.81335860423135 12.945192089486358, 77.8047393179078 12.935241249654958, 77.80874231161162 12.922737414790117, 77.82136477085058 12.920182928181072, 77.82998576329327 12.930133650086978))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.21999999999999997}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.64}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.08}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.06}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.21999999999999997,0.64,0.08,0.06,0.0,239,695,86,65,0,1085,303735.12282960245
87618929dffffff,2755.7867729083664,infered_median,"POLYGON ((77.79116957187671 13.1250414427059, 77.78716402104003 13.137535260347818, 77.7745371788642 13.14007148795484, 77.76591741717515 13.130115277431624, 77.76992278671895 13.117622945362594, 77.78254809952698 13.1150853382421, 77.79116957187671 13.1250414427059))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20999999999999996}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.63}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.09}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.07}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.20999999999999996,0.63,0.09,0.07,0.0,94,282,40,31,0,447,335467.3255417557
876189200ffffff,5071.744590078162,infered_median,"POLYGON ((77.79211843546537 12.937793587756481, 77.78811531218373 12.950295390617068, 77.77549600843577 12.952845578709313, 77.76688135575705 12.942895340395554, 77.77088429801842 12.930395030573258, 77.78350207426061 12.927843466026292, 77.79211843546537 12.937793587756481))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.18999999999999995}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.54}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.15}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.18999999999999995,0.54,0.15,0.11,0.01,374,1064,295,216,19,1968,617393.4101834673
87618929bffffff,4356.121812421913,infered_median,"POLYGON ((77.77915248005684 13.162520263766588, 77.77514648997257 13.175011446985772, 77.7625197005939 13.177544129257614, 77.75390043139703 13.167587009257224, 77.75790623948303 13.155097310657373, 77.77053149904644 13.152563247436571, 77.77915248005684 13.162520263766588))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.19000000000000006}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.57}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.13}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.1}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.19000000000000006,0.57,0.13,0.1,0.01,8,26,5,4,0,43,530279.2467521129
87618929affffff,3441.87402462966,infered_median,"POLYGON ((77.8004047629199 13.16994313041361, 77.79639859199817 13.182435796965521, 77.78376869050564 13.184969265471608, 77.77514648997257 13.175011446985772, 77.77915248005684 13.162520263766588, 77.7917808517942 13.159985415698202, 77.8004047629199 13.16994313041361))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20000000000000007}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.6}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.11}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.08}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.20000000000000007,0.6,0.11,0.08,0.01,0,0,0,0,0,0,418986.07150784234
87618928effffff,3487.792634462151,infered_median,"POLYGON ((77.78655334030974 13.102590950569931, 77.78254809952698 13.1150853382421, 77.76992278671895 13.117622945362594, 77.76130424414998 13.107667544296028, 77.76530930341242 13.095174643315406, 77.77793308704635 13.092635656708271, 77.78655334030974 13.102590950569931))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20000000000000007}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.6}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.11}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.08}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.20000000000000007,0.6,0.11,0.08,0.01,125,377,69,50,6,627,424575.8338887846
87601690bffffff,4556.0552751929445,infered_median,"POLYGON ((77.63233217238181 13.21529409023296, 77.62832611042708 13.22777046904146, 77.615716643044 13.230289948646258, 77.6071147691214 13.220334441552902, 77.61112064095262 13.207859552001022, 77.62372857711046 13.205338680285026, 77.63233217238181 13.21529409023296))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.18999999999999995}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.56}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.14}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.1}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.18999999999999995,0.56,0.14,0.1,0.01,0,0,0,0,0,0,554617.5390690165
876016933ffffff,2635.1848001070825,infered_median,"POLYGON ((77.75050090633994 13.215008839969485, 77.74649434929326 13.227495308561581, 77.73386919981434 13.230022271036757, 77.72525213817894 13.220064148703482, 77.72925851158911 13.20757916393566, 77.74188213055322 13.205050817674682, 77.75050090633994 13.215008839969485))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.21999999999999997}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.63}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.09}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.06}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.0}}",0.21999999999999997,0.63,0.09,0.06,0.0,0,0,0,0,0,0,320786.2109981917
876189212ffffff,4784.664707620907,infered_median,"POLYGON ((77.82721293415958 13.012557836448531, 77.82320870274535 13.025059488202842, 77.81058170936562 13.027606325800955, 77.80196047570635 13.01765288682181, 77.80596452794283 13.00515272347904, 77.8185899932988 13.002604510702703, 77.82721293415958 13.012557836448531))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.55}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.15}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.11}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.55,0.15,0.11,0.01,48,149,40,29,2,268,582446.6133806297
876189204ffffff,3157.8787070297994,infered_median,"POLYGON ((77.80874231161162 12.922737414790117, 77.8047393179078 12.935241249654958, 77.79211843546537 12.937793587756481, 77.78350207426061 12.927843466026292, 77.78750488787547 12.915341124024428, 77.80012424306604 12.912787410889603, 77.80874231161162 12.922737414790117))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20000000000000007}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.61}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.1}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.08}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.20000000000000007,0.61,0.1,0.08,0.01,132,402,66,52,6,658,384414.7648312156
8761892acffffff,3588.4985307156808,infered_median,"POLYGON ((77.81058170936562 13.027606325800955, 77.80657734749283 13.04010593527457, 77.79395193178891 13.042650617185382, 77.78533240651892 13.032697066218027, 77.78933658828126 13.020198945329168, 77.80196047570635 13.01765288682181, 77.81058170936562 13.027606325800955))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20000000000000007}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.6}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.11}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.08}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.20000000000000007,0.6,0.11,0.08,0.01,165,495,90,66,8,824,436834.9600354723
